PASSENGER_CAPACITY,BASE_COST/FLIGHT,FUEL_COST/MILE,TOTAL_FLIGHTS,COST/PASSANGER,GATE_COST/FLIGHT,FEE_COST/FLIGHT,TOTAL_COST/FLIGHT
85.0,2106.83,22.9,393.0,399.21370693010033,3804.342061068705,178.71132315521626,33933.16508905853
85.0,2249.9,21.9,798.0,399.07771502285135,3567.367205513798,-19.305037593984967,33921.605776942364
85.0,2253.14,23.2,91.0,397.4414246929541,3921.7471428571394,0.3343956043955985,33782.521098901096
85.0,2226.83,22.2,1118.0,397.4261862569719,3722.5105635062964,-7.253067978533087,33781.22583184261
85.0,2230.62,22.9,394.0,394.4961630337416,3736.5233756345324,70.6367766497462,33532.17385786804
85.0,2236.44,21.7,1108.0,393.5938523040989,3702.2739079422686,3.149837545126349,33455.47744584842
85.0,2400.07,21.3,934.0,390.45936868623295,3632.9996788008916,-14.054625267665944,33189.046338329805
85.0,2212.89,22.9,947.0,388.4076106590471,3567.157370644139,65.19354804646251,33014.64690601901
85.0,2327.9,21.6,1090.0,386.8109485159205,3665.4864678899376,-3.7463027522935763,32878.93062385324
85.0,2134.19,23.5,293.0,386.7405609315401,3797.1657679181103,108.54300341296927,32872.94767918091
85.0,2278.16,22.9,74.0,386.5576454689984,3776.4722972972936,222.5951351351351,32857.39986486486
85.0,2180.38,21.1,240.0,384.1916818627452,3683.2724583333447,106.28633333333333,32656.292958333343
85.0,2341.05,22.6,381.0,382.8501228964027,3003.061312335963,58.65582677165355,32542.26044619423
85.0,2290.33,21.6,1064.0,382.5783006413096,3767.452039473714,-2.1190413533834582,32519.15555451131
85.0,2233.86,23.3,134.0,382.5066312554874,4032.6908955223957,-8.398134328358209,32513.063656716426
85.0,2409.42,22.4,64.0,382.1585827205882,3860.1642187499992,-119.0346875,32483.47953125
85.0,2171.85,23.5,87.0,381.0632873563218,3731.4850574712586,98.83114942528735,32390.379425287352
85.0,2391.03,23.2,182.0,379.0947446670976,3764.6592857142846,9.202802197802184,32223.053296703292
85.0,2284.11,21.2,1088.0,378.4836857698967,3718.577233455921,1.0838511029411761,32171.113290441215
85.0,2391.27,23.1,245.0,378.1996081632655,3776.086612244916,258.93436734693876,32146.966693877566
85.0,2165.98,22.9,1094.0,378.10926906118937,3667.6294789762387,93.49276051188303,32139.287870201097
85.0,2387.58,23.3,1098.0,377.3601464695169,3683.3951275045583,121.99628415300545,32075.61244990893
85.0,2309.72,21.2,103.0,375.6138355225584,3739.073300970867,333.97844660194176,31927.176019417464
85.0,2400.6,21.2,1075.0,374.42940125855023,3660.034390697702,32.84201860465116,31826.49910697677
85.0,2253.44,23.3,73.0,374.08075100725216,3793.9395890410915,264.7530136986301,31796.863835616437
85.0,2159.25,23.3,1033.0,373.8940946415353,3581.1910939012682,29.34005808325266,31780.998044530505
85.0,2163.05,23.2,36.0,372.29483006535946,3921.982222222221,640.945,31645.060555555552
85.0,2164.35,22.5,95.0,371.918294736842,3622.2738947368366,250.17589473684205,31613.055052631575
85.0,2387.35,22.2,1094.0,370.82785632863767,3688.4669287020247,92.71676416819011,31520.3677879342
85.0,2130.47,22.4,273.0,369.65010428786906,3047.4478021978125,19.334139194139194,31420.25886446887
85.0,2275.36,22.7,1151.0,368.4047818265448,3720.4399131190326,139.35194613379664,31314.406455256303
85.0,2226.4,22.4,1150.0,368.0134105370845,3660.786234782615,107.1543565217391,31281.139895652184
85.0,2409.89,21.8,85.0,367.66763183391,3723.9836470588166,385.7391764705882,31251.748705882354
85.0,2141.91,22.4,508.0,367.383340898564,3146.5179921259705,18.67228346456693,31227.583976377937
85.0,2332.39,22.9,1035.0,365.5058585961921,3589.452028985511,15.449913043478261,31067.997980676333
85.0,2290.06,22.5,939.0,363.5558016663536,3519.745772097984,70.3727689030884,30902.243141640054
85.0,2199.77,23.4,1038.0,363.2303646152103,3574.8406743737996,21.675,30874.58099229287
85.0,2225.15,23.4,255.0,362.9345471741638,3046.79560784314,77.58678431372549,30849.43650980392
85.0,2394.73,23.5,964.0,361.864864168904,3577.7217219916993,60.03654564315353,30758.513454356846
85.0,2400.84,23.1,950.0,361.6144901547988,3490.2942736842147,44.498968421052616,30737.231663157894
85.0,2129.95,23.1,661.0,361.40873524962166,3105.9798940998353,7.37546142208775,30719.742496217837
85.0,2356.68,23.2,655.0,361.119717287831,3137.521358778614,28.74712977099237,30695.175969465636
85.0,2389.14,23.3,482.0,360.9746182572613,3677.7901244813183,79.58209543568469,30682.842551867216
85.0,2226.05,23.4,998.0,360.6914282683012,3514.5702905811586,51.38568136272542,30658.771402805603
85.0,2399.03,22.4,998.0,360.2099832606389,3552.141793587177,62.888346693386765,30617.84857715431
85.0,2259.31,23.4,660.0,360.11690998217443,3166.352803030291,30.34272727272728,30609.93734848483
85.0,2374.12,21.6,88.0,359.6287566844919,3480.396249999994,105.96625,30568.44431818182
85.0,2245.28,22.7,1132.0,359.5978949282893,3676.762491166082,49.07589222614841,30565.821068904595
85.0,2301.54,21.1,298.0,359.5593162258195,3782.028020134252,126.54070469798654,30562.541879194658
85.0,2107.62,23.1,982.0,358.97337786030903,3537.3515580448006,68.5902443991853,30512.73711812627
85.0,2120.84,21.9,113.0,358.460588235294,3510.055752212383,103.68628318584071,30469.14999999999
85.0,2154.79,22.6,690.0,357.9521742540494,3184.3254347825996,26.361840579710144,30425.9348115942
85.0,2193.35,21.4,519.0,357.6873684687748,3347.440578034682,269.94797687861274,30403.426319845858
85.0,2243.56,22.8,944.0,357.30216363409767,3505.4887288135556,72.4417902542373,30370.683908898303
85.0,2234.89,23.3,700.0,357.00590100840327,3180.215571428566,52.47401428571429,30345.501585714286
85.0,2298.56,23.3,987.0,356.9909196018833,3558.383211752786,41.104022289766974,30344.228166160083
85.0,2359.04,21.0,624.0,356.7156238687781,3574.0327083333154,321.3578205128206,30320.82802884614
85.0,2313.64,22.6,1022.0,356.48328145504786,3595.545802348342,73.53390410958903,30301.07892367907
85.0,2348.49,22.7,1011.0,356.08040356083086,3621.43329376855,73.333353115727,30266.834302670624
85.0,2317.78,23.1,968.0,355.9291459649976,3631.9174896694194,62.62014462809919,30253.977407024795
85.0,2170.26,21.7,486.0,355.88295182764455,3083.6504320987556,4.698004115226338,30250.050905349788
85.0,2170.28,22.7,1034.0,355.2808219365116,3550.318974854936,48.67332688588009,30198.869864603483
85.0,2307.01,23.1,224.0,354.8807599789917,3378.3651339285766,160.55258928571425,30164.864598214295
85.0,2317.2,23.0,1005.0,354.87254047410005,3504.880059701491,46.77543283582091,30164.165940298506
85.0,2101.41,22.1,284.0,354.2750211267607,3075.148098591559,11.018133802816903,30113.37679577466
85.0,2247.89,23.2,885.0,354.2705426387504,3509.221333333334,67.79829378531072,30112.996124293786
85.0,2387.75,22.4,929.0,354.2595899449124,3535.594101184076,28.05855758880517,30112.06514531755
85.0,2250.59,23.1,714.0,354.2570112044818,3110.732731092434,14.230868347338935,30111.845952380954
85.0,2304.78,22.7,1040.0,354.24733608597296,3564.7957115384665,32.64968269230769,30111.0235673077
85.0,2385.86,23.0,547.0,354.1195661899129,3228.6509140767835,26.980219378427787,30100.163126142597
85.0,2102.59,23.2,900.0,353.63318705882364,3580.6940666666737,58.17305555555558,30058.82090000001
85.0,2314.55,22.4,984.0,353.2873535389767,3523.4490447154567,39.966249999999995,30029.425050813017
85.0,2283.31,22.7,970.0,353.24733984232864,3516.27411340206,71.71503092783502,30026.023886597934
85.0,2251.92,22.0,562.0,353.18573602679504,3171.312099644128,13.507491103202845,30020.78756227758
85.0,2135.72,22.9,1032.0,353.1017518239854,3547.0986240310103,54.284970930232575,30013.64890503876
85.0,2349.49,21.8,1178.0,353.0077108758615,3710.539286927002,126.5848981324279,30005.655424448225
85.0,2130.08,22.8,1055.0,352.820777808754,3634.574417061619,16.04818957345971,29989.76611374409
85.0,2225.54,23.1,1010.0,352.6716952824694,3524.0340990099,17.397128712871286,29977.0940990099
85.0,2384.59,23.5,1105.0,352.61853947298385,3512.459411764711,40.73590045248869,29972.575855203628
85.0,2134.43,23.0,976.0,352.6132087753133,3512.378032786881,35.713975409836095,29972.12274590164
85.0,2414.82,22.3,968.0,352.53015337870687,3552.852572314048,39.05096074380165,29965.06303719008
85.0,2341.39,23.0,894.0,352.38030030267134,3496.3651677852304,17.22881431767338,29952.32552572707
85.0,2255.92,23.3,248.0,352.27006166982926,3236.8451612903295,166.75241935483874,29942.955241935488
85.0,2166.19,22.3,684.0,352.0201472308221,3151.7646637426824,-3.5169152046783627,29921.71251461988
85.0,2383.54,23.4,1027.0,351.75811306489487,3554.3410613437154,76.26310613437194,29899.439610516067
85.0,2238.04,22.9,709.0,351.6326829834894,3191.483723554294,9.524513399153731,29888.7780535966
85.0,2401.28,21.6,1132.0,351.46735262939114,3653.7610865724496,78.89604240282686,29874.724973498247
85.0,2230.95,22.8,950.0,351.36825473684206,3479.593326315782,45.07632631578947,29866.30165263158
85.0,2252.58,22.9,1047.0,350.5224165402552,3545.3994460363033,-8.304641833810889,29794.40540592169
85.0,2130.2,22.3,960.0,350.4204985294117,3510.545864583328,90.4435937499999,29785.742374999998
85.0,2332.46,22.9,683.0,349.90084282146233,3198.1489604685125,16.304084919472913,29741.571639824306
85.0,2304.29,23.4,71.0,349.6387042253521,3328.68408450704,207.32408450704224,29719.28985915493
85.0,2190.98,22.0,940.0,349.3550829787234,3713.544893617022,65.87120212765954,29695.18205319149
85.0,2265.01,22.2,924.0,348.9004766997708,3589.2609307359317,69.34971861471861,29656.54051948052
85.0,2387.6,23.2,43.0,348.03957592339265,3657.9009302325594,-31.020697674418606,29583.36395348837
85.0,2356.87,22.8,1024.0,348.0353676470589,3557.269511718756,-9.99294921875,29583.00625000001
85.0,2230.64,23.0,950.0,347.8518460681116,3491.7175789473745,31.57881052631578,29567.40691578948
85.0,2316.41,22.0,1043.0,347.8308274772997,3560.8237967401783,47.81283796740172,29565.620335570475
85.0,2348.17,22.9,987.0,346.5725568865843,3522.3414690982722,80.55534954407298,29458.66733535967
85.0,2376.15,22.6,641.0,346.52414939891696,3072.281170046787,73.57979719188765,29454.55269890794
85.0,2321.34,23.3,648.0,346.2526141975308,3046.656635802457,43.66217592592593,29431.472206790117
85.0,2281.26,23.2,244.0,346.1409971070396,2820.0598770491847,62.74127049180326,29421.984754098365
85.0,2363.97,23.1,984.0,346.1019628168341,3594.6718902439034,37.58702235772358,29418.666839430894
85.0,2206.22,22.4,1045.0,346.06227908809456,3579.3547368421073,85.4563062200957,29415.29372248804
85.0,2279.94,23.4,682.0,345.9894076246334,3138.792463343102,68.20865102639297,29409.099648093845
85.0,2103.36,22.6,682.0,345.9834978437122,3178.581231671545,37.64335777126097,29408.597316715543
85.0,2183.48,22.2,930.0,345.92293244781774,3491.9804193548307,47.37077419354839,29403.449258064506
85.0,2260.99,22.9,1062.0,345.5706458402572,3677.664613935984,80.4436723163842,29373.504896421855
85.0,2130.79,21.0,1136.0,345.31462127174825,3648.715132042262,60.14211267605634,29351.742808098603
85.0,2275.71,22.2,658.0,345.03135687466454,3123.172522796336,29.073358662613998,29327.665334346486
85.0,2227.32,21.7,585.0,344.7615658119656,3424.2778632478426,30.821726495726494,29304.733094017072
85.0,2284.66,22.2,1013.0,344.6603172870333,3549.1014906219134,55.423504442250746,29296.12696939783
85.0,2250.36,23.1,1067.0,344.40217189481234,3604.4876382380535,73.79284910965322,29274.18461105905
85.0,2202.05,21.9,987.0,344.2372011442875,3516.7259169199597,22.274478216818615,29260.162097264438
85.0,2368.94,23.3,688.0,343.99489979480154,3171.121031976733,9.935421511627911,29239.566482558133
85.0,2398.66,22.3,626.0,343.8959259537679,3070.4183706070144,45.58293929712459,29231.153706070272
85.0,2202.9,22.3,949.0,343.7885697638382,3457.7193572181295,53.93646996838777,29222.028429926246
85.0,2138.48,22.4,650.0,343.7159817194567,3131.7789230769035,37.04936923076923,29215.85844615382
85.0,2354.96,21.8,687.0,343.6649524788081,3208.664148471607,22.207030567685596,29211.520960698686
85.0,2306.59,22.1,220.0,343.57977219251336,3227.825818181819,151.39936363636372,29204.280636363637
85.0,2385.4,23.2,703.0,343.50201807380125,3113.076600284488,29.080853485064026,29197.671536273105
85.0,2265.57,22.1,998.0,343.44512684191915,3594.51049098196,69.57008016032063,29192.835781563124
85.0,2409.66,22.2,679.0,343.4223099714111,3093.3978203239944,38.94889543446242,29190.896347569942
85.0,2366.01,23.1,1094.0,343.3133399290248,3551.1997806215827,16.52488117001829,29181.633893967104
85.0,2313.82,21.4,998.0,343.26681126959795,3512.3689178356667,-10.594368737474948,29177.67895791583
85.0,2164.01,22.7,989.0,343.259882709808,3670.361415571292,67.18978766430736,29177.09003033368
85.0,2280.98,22.1,388.0,343.1757534869619,2929.8920876288735,5.809072164948456,29169.939046391763
85.0,2340.04,21.1,656.0,342.83718292682914,3121.9300609755937,30.978048780487804,29141.16054878048
85.0,2267.44,22.1,945.0,342.6373553688142,3543.230486772487,47.09583068783067,29124.175206349206
85.0,2371.69,23.1,497.0,342.5999715942714,2792.4266398390228,89.66672032193158,29120.99758551306
85.0,2372.31,21.5,1044.0,342.56107088122616,3504.679090038319,20.00091954022989,29117.691024904223
85.0,2171.78,22.7,1062.0,342.42382441564206,3570.204152542378,46.07214689265534,29106.025075329573
85.0,2201.48,22.4,1068.0,342.22419740030847,3540.6119475655496,86.33546816479401,29089.05677902622
85.0,2216.91,21.8,980.0,342.1409851140456,3513.8438265306063,45.12256122448981,29081.983734693873
85.0,2170.33,22.3,622.0,342.06535748061265,3067.025305466224,31.82654340836013,29075.555385852076
85.0,2359.9,21.9,971.0,341.8136167686436,3665.9317198764147,99.11612770339855,29054.157425334706
85.0,2405.76,22.4,979.0,341.35158817520886,3583.037017364663,65.7584984678243,29014.884994892753
85.0,2254.46,22.5,268.0,341.28786391571566,3279.922425373144,126.72884328358204,29009.46843283583
85.0,2135.53,21.9,460.0,341.07373478260854,2917.881173913032,60.23302173913043,28991.267456521724
85.0,2376.54,21.7,1040.0,341.0534742081449,3577.768375000009,31.477798076923076,28989.545307692315
85.0,2325.92,21.8,1019.0,340.43729815851765,3603.3398233562384,63.65132482826298,28937.170343474005
85.0,2175.39,22.6,620.0,340.3039565464895,3164.477096774179,73.90759677419354,28925.836306451605
85.0,2377.83,22.4,1005.0,340.28627439274214,3540.843263681591,33.13145273631841,28924.33332338308
85.0,2154.87,22.3,848.0,339.86883032741395,3517.0568514150914,114.78216981132076,28888.850577830188
85.0,2168.49,22.4,224.0,339.7498434873949,3190.0832589285733,235.0534375,28878.73669642857
85.0,2256.01,22.9,694.0,339.625665875572,3119.8464409221797,18.436311239193092,28868.181599423628
85.0,2303.85,21.3,926.0,339.0332304662686,3513.161133909289,-11.90468682505401,28817.824589632834
85.0,2208.34,21.9,236.0,338.4814117647059,3173.296906779665,182.1163135593221,28770.920000000006
85.0,2320.5,21.4,1029.0,338.4113392785686,3529.0726530612283,22.05347910592808,28764.963838678334
85.0,2278.82,21.6,984.0,338.36740339550454,3557.0209044715416,55.223018292682966,28761.229288617888
85.0,2176.61,23.5,651.0,337.86878485587766,3181.655944700446,19.58400921658985,28718.8467127496
85.0,2258.8,22.5,705.0,337.8206643304129,3184.096156028363,12.341163120567366,28714.7564680851
85.0,2353.73,21.3,917.0,337.72104394124057,3653.9714830970547,56.198167938931306,28706.28873500545
85.0,2323.27,22.5,630.0,337.580353314659,3074.534634920623,29.188253968253985,28694.330031746016
85.0,2343.04,22.1,967.0,337.5030865624429,3548.5309824198507,56.07418821096173,28687.762357807653
85.0,2263.52,21.1,123.0,337.4509555236728,3482.8451219512135,489.1267479674797,28683.331219512194
85.0,2311.27,22.0,938.0,337.32944788661734,3513.4729637526657,96.2763752665245,28673.003070362472
85.0,2144.51,22.7,497.0,337.130766244526,3272.0352515090553,16.85271629778671,28656.11513078471
85.0,2349.56,22.0,605.0,336.83622771025745,3056.7881322313915,12.654859504132231,28631.079355371887
85.0,2213.77,21.9,1000.0,336.7135372941176,3492.8251499999983,14.679419999999997,28620.650670000003
85.0,2296.11,22.6,701.0,336.5448889821263,3093.6393723252386,42.927546362339505,28606.315563480737
85.0,2252.53,22.2,695.0,336.5075324587388,3136.301366906469,29.663640287769784,28603.140258992808
85.0,2373.45,21.7,1011.0,336.1547623203584,3506.3318397626063,26.84738872403561,28573.154797230465
85.0,2303.21,22.1,1029.0,336.15253141256505,3520.7513896987352,77.38822157434403,28572.965170068026
85.0,2373.29,21.4,989.0,336.09359626479505,3522.990434782607,51.75594539939336,28567.955682507585
85.0,2223.62,21.5,1059.0,335.92946286729995,3540.693739376776,23.143937677053827,28554.004343720495
85.0,2375.71,22.1,874.0,335.83957813972273,3506.427894736841,37.579153318077815,28546.36414187643
85.0,2358.05,23.0,554.0,335.5462911446166,3069.903176895298,30.51171480144406,28521.434747292413
85.0,2373.84,23.3,278.0,335.38248116800696,3231.1405755395826,227.86456834532373,28507.51089928059
85.0,2252.6,21.9,897.0,334.5376937504098,3490.304604236343,17.437491638795954,28435.70396878484
85.0,2315.66,21.8,956.0,334.51545249815405,3589.4341108786593,63.320564853556476,28433.8134623431
85.0,2199.72,21.2,611.0,334.51267180128986,3259.4847135842724,58.19909983633387,28433.577103109637
85.0,2260.69,21.5,941.0,334.36746627492664,3559.029628055269,74.19012752391079,28421.234633368764
85.0,2146.65,22.8,228.0,334.1758844169247,3202.5544736842153,315.2957017543859,28404.9501754386
85.0,2136.95,23.3,94.0,334.17536670838547,3629.683085106377,341.20712765957444,28404.90617021277
85.0,2147.06,23.0,665.0,333.78967182662524,3149.2181203007385,6.291954887218039,28372.122105263144
85.0,2262.54,22.5,594.0,333.75536185383226,3058.1981818181685,71.50000000000001,28369.205757575743
85.0,2376.55,21.4,621.0,333.3024402765936,3106.1706280193134,0.6221417069243173,28330.707423510452
85.0,2290.53,23.1,670.0,333.02204776119385,3111.507029850732,26.26210447761193,28306.874059701477
85.0,2154.34,21.7,158.0,332.72653313477286,3722.8905696202514,186.19386075949367,28281.755316455696
85.0,2283.13,21.2,1023.0,332.7192560519809,3583.224975562074,1.1344672531769275,28281.136764418377
85.0,2122.09,23.1,574.0,332.6941436769829,2947.975313588842,51.09519163763065,28279.002212543546
85.0,2276.29,21.9,663.0,331.3634555940021,3078.178190045234,29.16078431372549,28165.89372549018
85.0,2172.87,21.7,626.0,331.33396729937965,3130.068130990399,22.301198083067085,28163.387220447272
85.0,2273.18,21.3,640.0,331.055272977941,3168.7782031249812,67.75874999999999,28139.698203124986
85.0,2261.27,21.3,994.0,330.581454610013,3519.688038229371,31.657032193158955,28099.423641851106
85.0,2218.18,22.2,625.0,330.1899032470588,3050.697039999995,52.16633600000003,28066.141776
85.0,2384.18,22.9,646.0,330.05554689491885,3379.604736842098,50.38517027863777,28054.7214860681
85.0,2195.06,21.1,979.0,329.01582599291,3567.416138917269,23.57973442288049,27966.34520939735
85.0,2272.25,21.7,986.0,328.88407063596225,3589.70022312373,117.6985192697769,27955.146004056794
85.0,2333.58,21.9,972.0,328.7549308884048,3497.896481481482,107.28406378600819,27944.169125514403
85.0,2351.89,21.1,1058.0,328.6008078505505,3533.8023629489667,58.27670132325139,27931.068667296797
85.0,2315.72,22.3,668.0,328.28546777034154,3101.6929041916023,7.342065868263467,27904.26476047903
85.0,2259.81,21.4,1028.0,327.711357862211,3473.443998054474,28.30099221789884,27855.46541828794
85.0,2172.12,21.1,223.0,326.8182310735955,3334.6440358744467,258.53385650224214,27779.549641255617
85.0,2312.21,21.1,628.0,326.536560509554,3066.8842356687733,44.796974522292984,27755.607643312087
85.0,2227.7,21.4,214.0,326.2653133589885,3417.903644859819,181.44799065420563,27732.55163551402
85.0,2379.49,21.1,930.0,325.96498545224546,3576.5813548387086,85.20004301075272,27707.023763440862
85.0,2221.64,21.7,912.0,325.85128831269344,3542.027083333334,82.41838815789468,27697.35950657895
85.0,2179.77,22.9,726.0,325.595179225409,3120.147190082635,72.78808539944905,27675.590234159765
85.0,2258.55,23.2,585.0,325.59040844645546,3040.603350427346,27.312991452991447,27675.184717948712
85.0,2263.98,21.5,1024.0,325.5671871553309,3578.3057324218776,22.505761718749987,27673.210908203127
85.0,2300.63,21.7,543.0,325.35052258693514,2920.7768139963036,42.33491712707184,27654.794419889487
85.0,2207.38,21.0,973.0,325.0237821171634,3662.90384378212,53.62123329907503,27627.02147995889
85.0,2398.08,22.0,316.0,324.74665562174243,2778.6996202531705,-34.746550632911394,27603.465727848106
85.0,2339.87,21.9,970.0,324.5129650697392,3494.1711237113386,82.78637113402056,27583.602030927836
85.0,2405.06,21.3,915.0,324.3282633236902,3535.1375409836132,117.66025136612022,27567.902382513665
85.0,2374.64,21.2,689.0,324.21141552121577,3302.9735268505106,22.68910014513789,27557.97031930334
85.0,2148.05,22.7,203.0,324.07758736598083,3721.6118719211827,24.983546798029558,27546.594926108373
85.0,2275.67,21.4,989.0,324.07542663415217,3544.7473913043546,-7.5349140546006055,27546.41126390293
85.0,2398.97,21.7,643.0,323.8591120665994,3060.20083981336,45.16552099533437,27528.024525660945
85.0,2356.76,22.0,632.0,322.40259084139973,3151.1280063291038,8.18715189873418,27404.220221518975
85.0,2201.36,22.8,238.0,321.97877459218984,2831.5446218487414,128.77222689075631,27368.195840336135
85.0,2390.38,21.8,215.0,321.8941575923393,3204.2695348837246,90.4464186046512,27361.003395348842
85.0,2318.1,22.0,623.0,321.4108614861674,3189.7397913322543,68.85759229534509,27319.92322632423
85.0,2389.89,21.5,673.0,321.10021117035217,3167.665245170869,25.502778603268933,27293.517949479934
85.0,2226.43,21.7,619.0,320.6538241946212,3050.152714054919,-7.64098546042003,27255.5750565428
85.0,2159.25,21.7,583.0,319.7853839168599,3124.2983361921,41.88691252144083,27181.757632933095
85.0,2188.96,23.1,611.0,319.1330950226244,2974.750441898521,14.822536824877256,27126.31307692307
85.0,2381.39,22.8,93.0,316.2001518026565,3538.984838709671,596.8667741935483,26877.012903225805
85.0,2285.81,21.9,682.0,314.8500829739518,3084.046598240454,53.66573313782993,26762.257052785906
85.0,2403.32,21.3,689.0,314.82306036028325,3103.3578955007133,64.76551523947751,26759.96013062408
85.0,2280.25,21.4,709.0,314.5046620758316,3162.534612129754,49.679012693935114,26732.896276445696
85.0,2179.53,22.2,33.0,314.4170053475936,3441.7115151515177,-13.484242424242424,26725.445454545457
85.0,2368.73,21.3,668.0,311.97616150052824,3144.879116766454,33.07754491017964,26517.973727544897
85.0,2277.1,21.6,631.0,310.80086156427694,3011.1336608557763,41.90122028526149,26418.073232963543
85.0,2319.59,22.8,286.0,310.61270341423284,2739.53048951049,98.11153846153847,26402.07979020979
85.0,2245.62,21.2,662.0,308.86557135240787,3100.6950302114697,42.50874622356497,26253.57356495467
85.0,2249.59,21.6,224.0,305.7785908613446,3013.889419642859,19.962232142857147,25991.18022321429
85.0,2217.19,21.9,559.0,305.44847858570967,2937.5386583184186,38.41744186046511,25963.120679785323
85.0,2365.89,22.7,253.0,297.9423357358755,2894.7562055335998,16.11110671936759,25325.098537549413
85.0,2128.1,21.8,31.0,297.88873244781786,3892.421290322582,595.0564516129032,25320.542258064517
85.0,2343.57,22.0,20.0,294.1518411764706,2966.0154999999986,146.89100000000002,25002.9065
85.0,2372.1,22.9,609.0,291.8030823915773,3653.1823645320205,189.39753694581282,24803.26200328407
85.0,2164.86,23.5,664.0,283.5212035790219,2980.4073945783084,63.213433734939784,24099.302304216864
85.0,2128.95,23.4,39.0,283.08027752639515,3310.418461538464,49.6051282051282,24061.823589743588
85.0,2119.05,21.5,270.0,280.79175816993467,2746.7091851851865,41.27359259259261,23867.299444444445
85.0,2335.72,21.8,763.0,275.55778829697016,3643.9582699868947,54.53944954128439,23422.412005242462
85.0,2245.17,23.0,728.0,275.4106195862962,3605.309162087921,74.51108516483515,23409.902664835176
85.0,2262.93,22.6,22.0,274.570871657754,2830.0177272727265,339.03363636363633,23338.524090909094
85.0,2388.35,22.8,656.0,273.9349488880918,3005.7678506097536,15.272317073170731,23284.470655487807
85.0,2295.55,23.1,698.0,273.135857070622,3571.222779369636,52.02421203438396,23216.547851002873
85.0,2410.28,21.9,47.0,273.10075093867334,3761.5551063829785,274.13212765957445,23213.563829787236
85.0,2386.63,23.1,195.0,272.06945580693827,3929.725692307699,49.00266666666667,23125.90374358975
85.0,2231.87,21.3,80.0,269.0219176470588,4506.550624999993,355.422375,22866.862999999994
85.0,2341.15,23.5,299.0,267.9661404682275,2749.9588628762567,11.76508361204013,22777.121939799334
85.0,2393.16,21.8,373.0,266.1224996057406,3413.3251742627453,100.29319034852548,22620.41246648795
85.0,2289.09,22.8,695.0,265.9897486246297,3645.5909496402905,72.80271942446043,22609.12863309353
85.0,2290.57,22.1,672.0,265.6118522408963,2926.8967410714263,76.41694940476191,22577.007440476187
85.0,2111.18,23.0,190.0,262.71329411764714,3956.6972631579015,115.68536842105264,22330.630000000005
85.0,2241.19,21.7,298.0,260.1805069088037,3956.1085234899333,111.89798657718117,22115.34308724832
85.0,2172.44,23.3,673.0,259.4000996416397,3161.0561515601757,36.694368499257074,22049.008469539374
85.0,2341.65,22.7,710.0,258.86553653686826,3550.564873239438,100.9509436619718,22003.570605633802
85.0,2299.54,22.8,626.0,258.50916613418525,2876.847811501594,9.4076677316294,21973.27912140575
85.0,2358.72,22.2,739.0,257.8512638700947,3653.42607577808,110.6999594046008,21917.357428958054
85.0,2172.68,21.9,633.0,257.2926332125267,2768.424296998419,-2.719668246445496,21869.873823064772
85.0,2117.77,23.0,958.0,257.06658946334267,3929.507797494775,120.49677453027141,21850.66010438413
85.0,2358.62,23.3,1372.0,256.7440315554791,3575.984723032053,86.43638483965012,21823.24268221572
85.0,2261.07,22.6,714.0,256.3049634206624,2989.311666666667,63.2043417366947,21785.921890756304
85.0,2243.99,23.2,718.0,255.9675554645257,3606.5861699164407,53.0081337047354,21757.242214484686
85.0,2210.03,21.6,716.0,254.26964245810055,3692.420055865924,107.28726256983235,21612.919608938548
85.0,2364.62,23.1,1383.0,252.74340351324884,3669.706999276909,60.18859002169194,21483.189298626152
85.0,2248.42,22.6,851.0,251.93347674016715,3928.5696122209065,146.50352526439477,21414.34552291421
85.0,2390.95,22.8,1175.0,251.6055097872338,3545.523787234022,100.09960851063826,21386.468331914875
85.0,2262.89,22.9,651.0,251.3413080328905,3050.879247311825,7.237772657450075,21364.011182795693
85.0,2365.95,22.0,714.0,250.55793425605543,3627.2663305322194,159.17488795518207,21297.424411764714
85.0,2158.67,22.3,1296.0,250.0452420116192,3651.533950617262,64.3940277777778,21253.845570987633
85.0,2290.47,23.4,1469.0,249.03847427221373,3608.098046289972,49.70855003403679,21168.270313138168
85.0,2312.3,22.9,1217.0,248.56656445454084,3603.460961380424,109.70802793755132,21128.15797863597
85.0,2329.46,23.5,513.0,248.33598417612671,3936.045399610146,27.91189083820662,21108.558654970766
85.0,2188.34,22.7,1021.0,248.30792487180935,3935.1722037218187,99.46752203721842,21106.173614103795
85.0,2112.3,23.4,1331.0,246.87269182834635,3586.6823290758575,113.56379413974453,20984.17880540944
85.0,2175.79,23.5,1399.0,246.28725972333157,3598.3333523945494,34.99401715511079,20934.41707648318
85.0,2212.71,23.0,1402.0,246.0068906604009,3555.318309557757,84.87581312410839,20910.585706134072
85.0,2298.27,22.2,677.0,245.99659570770697,2998.426986706052,11.68926144756278,20909.710635155094
85.0,2346.63,22.0,851.0,245.8711951337525,3932.503725029363,155.03199764982375,20899.05158636896
85.0,2381.91,22.6,1269.0,245.6745448477261,3696.1399054373333,113.65062253743108,20882.33631205672
85.0,2103.67,23.2,1412.0,245.1850109981666,3645.2315439093186,105.09609065155811,20840.725934844162
85.0,2314.47,22.9,1447.0,244.7332996463268,3601.3277401520145,81.44067035245332,20802.330469937773
